i,j,y,t,l,k,alpha,psi,cat_control,cts_control
76,184,5.099329845,2,4,9,1.934843132,1.335177736,1,0.752514469
76,184,2.015850179,3,4,9,1.934843132,1.335177736,0,0.512389085
76,184,5.320409045,4,4,9,1.934843132,1.335177736,0,0.322574093
77,172,3.019921821,0,4,9,1.934843132,1.335177736,1,0.234607415
77,172,5.287188555,1,4,9,1.934843132,1.335177736,0,0.181535647
77,172,0.513689819,2,4,9,1.934843132,1.335177736,1,0.531909121
77,172,1.847036882,3,4,9,1.934843132,1.335177736,0,0.302032736
77,172,5.346372503,4,4,9,1.934843132,1.335177736,0,0.617349826
78,104,0.894703424,0,1,5,-0.861454599,0.114185294,0,0.560959291
78,104,-1.32408275,1,1,5,-0.861454599,0.114185294,1,0.86191023
78,104,-2.791013017,2,1,5,-0.861454599,0.114185294,1,0.222079986
78,104,0.174437536,3,1,5,-0.861454599,0.114185294,0,0.377130387
78,104,1.829219374,4,1,5,-0.861454599,0.114185294,1,0.037204446
79,143,-0.077384291,0,4,8,1.934843132,0.908457869,0,0.011454386
79,143,-2.612370033,1,4,8,1.934843132,0.908457869,0,0.575705141
79,143,-0.220332096,2,4,8,1.934843132,0.908457869,1,0.316137234
79,194,6.711889096,3,4,9,1.934843132,1.335177736,1,0.864570119
79,180,3.671672168,4,4,9,1.934843132,1.335177736,0,0.676283939
80,15,-1.568180035,0,1,0,-0.861454599,-1.335177736,0,0.489783751
80,15,-4.205479663,1,1,0,-0.861454599,-1.335177736,1,0.373417717
80,15,-3.428838145,2,1,0,-0.861454599,-1.335177736,0,0.358335688
80,15,-3.394997563,3,1,0,-0.861454599,-1.335177736,1,0.934680717
80,15,-3.564102803,4,1,0,-0.861454599,-1.335177736,0,0.11471655
81,166,1.949020067,0,3,9,0.861454599,1.335177736,1,0.108267571
81,166,2.870234438,1,3,9,0.861454599,1.335177736,1,0.606910351
81,166,-0.383299666,2,3,9,0.861454599,1.335177736,0,0.673169389
81,166,-1.205484008,3,3,9,0.861454599,1.335177736,0,0.635565786
81,166,3.37192106,4,3,9,0.861454599,1.335177736,0,0.62317963
82,28,0.43203313,0,0,0,-1.934843132,-1.335177736,1,0.409261794
82,28,-0.700787702,1,0,0,-1.934843132,-1.335177736,1,0.161093429
82,28,-1.510144307,2,0,0,-1.934843132,-1.335177736,1,0.017196027
82,28,-2.85007504,3,0,0,-1.934843132,-1.335177736,1,0.245699399
82,28,-0.031939952,4,0,0,-1.934843132,-1.335177736,1,0.201853807
83,111,-1.091133355,0,1,6,-0.861454599,0.348755696,0,0.425839432
83,111,-3.059502608,1,1,6,-0.861454599,0.348755696,1,0.159485233
83,111,-1.338969548,2,1,6,-0.861454599,0.348755696,0,0.470078488
83,111,-0.438855597,3,1,6,-0.861454599,0.348755696,0,0.289601539
83,111,1.846672425,4,1,6,-0.861454599,0.348755696,0,0.49288679
84,11,-6.470071055,0,0,0,-1.934843132,-1.335177736,0,0.585563027
84,11,-4.636182534,1,0,0,-1.934843132,-1.335177736,1,0.480720013
84,11,-4.311039759,2,0,0,-1.934843132,-1.335177736,0,0.58555565
84,11,-0.38439399,3,0,0,-1.934843132,-1.335177736,0,0.4407002
84,11,-1.971679985,4,0,0,-1.934843132,-1.335177736,0,0.905158286
85,17,-4.80384302,0,1,0,-0.861454599,-1.335177736,0,0.46178344
85,17,-1.71578898,1,1,0,-0.861454599,-1.335177736,1,0.335685694
85,17,-1.897201898,2,1,0,-0.861454599,-1.335177736,0,0.272273421
85,79,-3.149507268,3,1,2,-0.861454599,-0.604585347,1,0.157875139
85,79,-0.157791204,4,1,2,-0.861454599,-0.604585347,1,0.815402539
86,128,3.665601248,0,4,8,1.934843132,0.908457869,1,0.429047054
86,128,0.658457058,1,4,8,1.934843132,0.908457869,1,0.717451456
86,128,4.696629403,2,4,8,1.934843132,0.908457869,0,0.764212356
86,128,6.961047047,3,4,8,1.934843132,0.908457869,0,0.341964425
86,128,0.855487149,4,4,8,1.934843132,0.908457869,1,0.520567903
87,53,-6.958334199,0,0,1,-1.934843132,-0.908457869,0,0.092502591
87,53,-3.281113302,1,0,1,-1.934843132,-0.908457869,0,0.558592549
87,53,-1.926912378,2,0,1,-1.934843132,-0.908457869,1,0.01287136
87,53,-3.511491435,3,0,1,-1.934843132,-0.908457869,0,0.293412581
87,53,-2.002796766,4,0,1,-1.934843132,-0.908457869,1,0.666832372
88,20,-1.693473349,0,1,0,-0.861454599,-1.335177736,1,0.53935722
88,20,-1.24389266,1,1,0,-0.861454599,-1.335177736,0,0.417084989
88,20,-3.140667206,2,1,0,-0.861454599,-1.335177736,1,0.414242218
88,20,-0.740524416,3,1,0,-0.861454599,-1.335177736,0,0.250854931
88,20,-6.327919131,4,1,0,-0.861454599,-1.335177736,1,0.365012085
89,25,-2.071940041,0,0,0,-1.934843132,-1.335177736,0,0.462582851
89,25,-4.847867271,1,0,0,-1.934843132,-1.335177736,1,0.573958159
89,25,-0.287170517,2,0,0,-1.934843132,-1.335177736,1,0.591811905
89,25,-1.146478666,3,0,0,-1.934843132,-1.335177736,1,0.080975551
89,25,-0.892487304,4,0,0,-1.934843132,-1.335177736,1,0.403415148
90,61,-0.29177623,0,1,1,-0.861454599,-0.908457869,0,0.475907451
90,61,-3.135796003,1,1,1,-0.861454599,-0.908457869,1,0.683398647
90,61,-4.597342003,2,1,1,-0.861454599,-0.908457869,1,0.916805977
90,61,-0.680554517,3,1,1,-0.861454599,-0.908457869,0,0.958217927
90,61,-2.097539866,4,1,1,-0.861454599,-0.908457869,0,0.362022925
91,2,-2.520650416,0,0,0,-1.934843132,-1.335177736,1,0.741780263
91,1,-4.077420524,1,0,0,-1.934843132,-1.335177736,0,0.758899944
91,1,-0.831817614,2,0,0,-1.934843132,-1.335177736,1,0.966283932
91,1,-1.957454325,3,0,0,-1.934843132,-1.335177736,1,0.796286243
91,1,-6.508934761,4,0,0,-1.934843132,-1.335177736,1,0.220990593
92,114,1.916760198,0,2,6,0,0.348755696,1,0.770476322
92,114,1.203556548,1,2,6,0,0.348755696,1,0.80293733
92,99,2.433136875,2,2,4,0,-0.114185294,1,0.514437515
92,99,2.932281743,3,2,4,0,-0.114185294,0,0.93157495
92,119,3.807447055,4,2,7,0,0.604585347,0,0.864056526
93,145,4.329421786,0,3,8,0.861454599,0.908457869,0,0.674994013
93,145,0.019246931,1,3,8,0.861454599,0.908457869,0,0.94914193
93,145,-1.223297596,2,3,8,0.861454599,0.908457869,1,0.310119071
93,145,-0.033832788,3,3,8,0.861454599,0.908457869,0,0.632391239
93,145,1.648213098,4,3,8,0.861454599,0.908457869,1,0.380677414
94,43,-1.50397665,0,0,0,-1.934843132,-1.335177736,0,0.936785311
94,43,-0.501934736,1,0,0,-1.934843132,-1.335177736,0,0.496610159
94,43,-6.32104015,2,0,0,-1.934843132,-1.335177736,0,0.304874421
94,43,-2.075803422,3,0,0,-1.934843132,-1.335177736,0,0.379982366
94,43,-5.015827268,4,0,0,-1.934843132,-1.335177736,0,0.059518972
95,66,1.395561761,0,0,1,-1.934843132,-0.908457869,0,0.924174521
95,66,-2.132627834,1,0,1,-1.934843132,-0.908457869,1,0.528876676
95,66,-4.790939399,2,0,1,-1.934843132,-0.908457869,1,0.817665209
95,66,-2.444913027,3,0,1,-1.934843132,-0.908457869,0,0.936771429
95,66,-1.449883948,4,0,1,-1.934843132,-0.908457869,1,0.80290052
96,126,-3.199275745,0,4,7,1.934843132,0.604585347,0,0.524536204
96,126,2.333005606,1,4,7,1.934843132,0.604585347,0,0.267200638
96,126,0.872296653,2,4,7,1.934843132,0.604585347,0,0.595382935
96,126,2.293917283,3,4,7,1.934843132,0.604585347,1,0.479333763
96,126,3.50466957,4,4,7,1.934843132,0.604585347,0,0.915913863
97,70,1.758258254,0,2,1,0,-0.908457869,1,0.933098897
97,70,-0.09329776,1,2,1,0,-0.908457869,1,0.783519714
97,70,-0.00219852,2,2,1,0,-0.908457869,0,0.411056585
97,70,-1.778443982,3,2,1,0,-0.908457869,0,0.073359868
97,70,-1.348235858,4,2,1,0,-0.908457869,1,0.089707571
98,59,-2.141497965,0,2,1,0,-0.908457869,0,0.336133301
98,116,1.585964401,1,2,6,0,0.348755696,1,0.010086643
98,116,-3.176781186,2,2,6,0,0.348755696,0,0.751436904
98,116,-3.276256322,3,2,6,0,0.348755696,1,0.105710214
98,116,0.755508564,4,2,6,0,0.348755696,1,0.377336265
99,12,-5.677347822,0,1,0,-0.861454599,-1.335177736,0,0.877582987
99,12,-3.57427951,1,1,0,-0.861454599,-1.335177736,0,0.769591773
99,12,-2.205732679,2,1,0,-0.861454599,-1.335177736,1,0.546070456
99,12,-2.243267255,3,1,0,-0.861454599,-1.335177736,0,0.195464408
99,12,-4.140754148,4,1,0,-0.861454599,-1.335177736,1,0.406372231
100,29,-3.647778166,0,0,0,-1.934843132,-1.335177736,1,0.927244095
100,29,-2.320294623,1,0,0,-1.934843132,-1.335177736,0,0.59408555
100,29,-3.979458525,2,0,0,-1.934843132,-1.335177736,0,0.82904364
100,29,-3.806216538,3,0,0,-1.934843132,-1.335177736,0,0.802208352
100,29,-3.560315225,4,0,0,-1.934843132,-1.335177736,1,0.164650381
101,127,0.454374486,0,4,7,1.934843132,0.604585347,0,0.691174364
101,127,5.217591292,1,4,7,1.934843132,0.604585347,0,0.104155207
101,127,-0.008051044,2,4,7,1.934843132,0.604585347,1,0.906531981
101,127,4.076975141,3,4,7,1.934843132,0.604585347,0,0.31974407
101,127,-0.928928728,4,4,7,1.934843132,0.604585347,0,0.887319242
102,169,0.647442884,0,3,9,0.861454599,1.335177736,1,0.935627468
102,169,4.856738744,1,3,9,0.861454599,1.335177736,1,0.555153133
102,169,0.759775928,2,3,9,0.861454599,1.335177736,0,0.370026953
102,169,2.590897483,3,3,9,0.861454599,1.335177736,0,0.273803333
102,169,4.656312556,4,3,9,0.861454599,1.335177736,1,0.334709162
103,22,-1.706858674,0,1,0,-0.861454599,-1.335177736,1,0.95253241
103,22,-3.149035348,1,1,0,-0.861454599,-1.335177736,0,0.848430756
103,22,0.377974818,2,1,0,-0.861454599,-1.335177736,1,0.766582201
103,22,-0.158557295,3,1,0,-0.861454599,-1.335177736,1,0.17393835
103,22,0.32243347,4,1,0,-0.861454599,-1.335177736,1,0.124199217
104,104,-0.111293537,0,2,5,0,0.114185294,0,0.244280575
104,104,-0.855422676,1,2,5,0,0.114185294,0,0.778323553
104,104,0.098916745,2,2,5,0,0.114185294,1,0.754116218
104,104,-0.265180584,3,2,5,0,0.114185294,1,0.192016072
104,104,-0.41234284,4,2,5,0,0.114185294,0,0.884652795
105,152,3.931377157,0,3,9,0.861454599,1.335177736,0,0.152139621
105,152,2.955065268,1,3,9,0.861454599,1.335177736,1,0.990863954
105,152,4.603840721,2,3,9,0.861454599,1.335177736,0,0.242867917
105,152,6.521575461,3,3,9,0.861454599,1.335177736,0,0.909710111
105,152,3.251595564,4,3,9,0.861454599,1.335177736,0,0.971640996
106,63,-4.002088391,0,1,1,-0.861454599,-0.908457869,1,0.050150679
106,63,-5.559658264,1,1,1,-0.861454599,-0.908457869,0,0.199203358
106,63,0.142755072,2,1,1,-0.861454599,-0.908457869,1,0.086926737
106,63,0.775900888,3,1,1,-0.861454599,-0.908457869,0,0.072927319
106,63,0.257037191,4,1,1,-0.861454599,-0.908457869,1,0.143188256
107,14,-2.899764512,0,0,0,-1.934843132,-1.335177736,1,0.575503653
107,31,-3.58089452,1,0,0,-1.934843132,-1.335177736,1,0.687270294
107,31,-2.111365735,2,0,0,-1.934843132,-1.335177736,1,0.827580971
107,31,-0.319221282,3,0,0,-1.934843132,-1.335177736,0,0.283827195
107,31,-2.274211486,4,0,0,-1.934843132,-1.335177736,1,0.111549222
108,34,-0.955077141,0,1,0,-0.861454599,-1.335177736,1,0.60467972
108,34,0.912623815,1,1,0,-0.861454599,-1.335177736,0,0.966864627
108,34,-4.04736971,2,1,0,-0.861454599,-1.335177736,1,0.50348691
108,34,-1.776668079,3,1,0,-0.861454599,-1.335177736,0,0.409243853
108,34,-5.369851499,4,1,0,-0.861454599,-1.335177736,0,0.964750745
109,8,1.523102606,0,1,0,-0.861454599,-1.335177736,0,0.850844835
109,90,-3.153384213,1,1,3,-0.861454599,-0.348755696,0,0.667470186
109,45,-0.852305352,2,1,0,-0.861454599,-1.335177736,1,0.473830354
109,45,-0.768493495,3,1,0,-0.861454599,-1.335177736,0,0.649770733
109,45,-2.706853819,4,1,0,-0.861454599,-1.335177736,0,0.760694725
110,37,1.223957913,0,1,0,-0.861454599,-1.335177736,1,0.350666186
110,37,-2.516499522,1,1,0,-0.861454599,-1.335177736,0,0.404550076
110,37,-3.432496977,2,1,0,-0.861454599,-1.335177736,0,0.913632205
110,37,-1.550571736,3,1,0,-0.861454599,-1.335177736,0,0.932387998
110,37,-0.432656017,4,1,0,-0.861454599,-1.335177736,1,0.467570659
111,72,1.923660048,0,3,2,0.861454599,-0.604585347,0,0.821054335
111,72,-2.385885695,1,3,2,0.861454599,-0.604585347,1,0.39959495
111,72,1.377937226,2,3,2,0.861454599,-0.604585347,1,0.320747179
111,72,0.401108671,3,3,2,0.861454599,-0.604585347,0,0.189520371
111,72,-0.580676497,4,3,2,0.861454599,-0.604585347,0,0.301196481
112,34,-3.501189704,0,0,0,-1.934843132,-1.335177736,0,0.397348342
112,34,-3.30133612,1,0,0,-1.934843132,-1.335177736,1,0.023115327
112,34,-1.034701193,2,0,0,-1.934843132,-1.335177736,1,0.125342853
112,34,-5.428724233,3,0,0,-1.934843132,-1.335177736,0,0.414704385
112,3,-0.675272422,4,0,0,-1.934843132,-1.335177736,0,0.316906151
113,50,1.985053014,0,1,1,-0.861454599,-0.908457869,1,0.96877233
113,50,-0.266285801,1,1,1,-0.861454599,-0.908457869,1,0.937862804
113,50,0.322124018,2,1,1,-0.861454599,-0.908457869,1,0.972818543
113,50,-0.995879429,3,1,1,-0.861454599,-0.908457869,1,0.235950029
113,50,-2.994040804,4,1,1,-0.861454599,-0.908457869,0,0.111135998
114,121,-1.180891026,0,3,7,0.861454599,0.604585347,0,0.609464576
114,121,4.620562917,1,3,7,0.861454599,0.604585347,1,0.478606536
114,121,0.383964517,2,3,7,0.861454599,0.604585347,1,0.739921013
114,121,3.820028494,3,3,7,0.861454599,0.604585347,0,0.866256788
114,121,2.824150517,4,3,7,0.861454599,0.604585347,1,0.790454839
115,196,2.49246278,0,3,9,0.861454599,1.335177736,1,0.178230125
115,196,4.377259547,1,3,9,0.861454599,1.335177736,0,0.262467619
115,196,3.488888437,2,3,9,0.861454599,1.335177736,1,0.955131981
115,196,3.286205432,3,3,9,0.861454599,1.335177736,1,0.620350513
115,196,2.457095248,4,3,9,0.861454599,1.335177736,1,0.420168808
116,111,-0.769129349,0,1,6,-0.861454599,0.348755696,0,0.527378205
116,111,-3.138654027,1,1,6,-0.861454599,0.348755696,0,0.936823251
116,111,-0.155641492,2,1,6,-0.861454599,0.348755696,0,0.783219793
116,111,0.163760203,3,1,6,-0.861454599,0.348755696,1,0.258616208
116,111,-1.925804093,4,1,6,-0.861454599,0.348755696,0,0.433093277
117,120,2.954492515,0,4,7,1.934843132,0.604585347,0,0.83234268
117,120,1.831006729,1,4,7,1.934843132,0.604585347,0,0.793741308
117,120,1.727829432,2,4,7,1.934843132,0.604585347,0,0.366528672
117,120,1.203004138,3,4,7,1.934843132,0.604585347,1,0.029417013
117,120,-0.019966186,4,4,7,1.934843132,0.604585347,1,0.765118279
118,53,-1.702975647,0,0,1,-1.934843132,-0.908457869,0,0.665378234
118,53,-1.27228057,1,0,1,-1.934843132,-0.908457869,1,0.177145786
118,53,-0.707041477,2,0,1,-1.934843132,-0.908457869,1,0.262804306
118,53,-1.962679678,3,0,1,-1.934843132,-0.908457869,0,0.581184866
118,53,-4.837242344,4,0,1,-1.934843132,-0.908457869,1,0.888751845
119,124,2.457193207,0,4,7,1.934843132,0.604585347,0,0.98079854
119,129,1.596145035,1,4,8,1.934843132,0.908457869,0,0.809974951
119,129,-0.55965295,2,4,8,1.934843132,0.908457869,1,0.425072198
119,129,1.409672668,3,4,8,1.934843132,0.908457869,1,0.716438053
119,129,2.112566062,4,4,8,1.934843132,0.908457869,1,0.81537696
120,157,1.548240906,0,4,9,1.934843132,1.335177736,0,0.965797051
120,157,5.442717601,1,4,9,1.934843132,1.335177736,0,0.088488896
120,157,1.060959374,2,4,9,1.934843132,1.335177736,0,0.304818859
120,157,5.105524481,3,4,9,1.934843132,1.335177736,1,0.714176423
120,157,6.218009582,4,4,9,1.934843132,1.335177736,1,0.89947901
121,186,4.961329658,0,4,9,1.934843132,1.335177736,0,0.819774486
121,186,3.519676102,1,4,9,1.934843132,1.335177736,0,0.815916181
121,186,5.986372871,2,4,9,1.934843132,1.335177736,1,0.593882034
121,186,3.224897769,3,4,9,1.934843132,1.335177736,0,0.416820364
121,186,2.34453345,4,4,9,1.934843132,1.335177736,0,0.570700181
122,138,4.665457025,0,3,8,0.861454599,0.908457869,0,0.501791293
122,138,1.744318361,1,3,8,0.861454599,0.908457869,0,0.700742444
122,138,4.62368764,2,3,8,0.861454599,0.908457869,0,0.521506652
122,138,-0.748116733,3,3,8,0.861454599,0.908457869,1,0.492212395
122,138,3.943413753,4,3,8,0.861454599,0.908457869,1,0.613664226
123,106,-1.325187127,0,0,5,-1.934843132,0.114185294,1,0.917212759
123,106,1.111623611,1,0,5,-1.934843132,0.114185294,1,0.012073379
123,106,-0.124043625,2,0,5,-1.934843132,0.114185294,0,0.203337767
123,106,-4.760884507,3,0,5,-1.934843132,0.114185294,0,0.591058393
123,106,-3.254509434,4,0,5,-1.934843132,0.114185294,1,0.606249354
124,185,3.259982599,0,4,9,1.934843132,1.335177736,1,0.271502639
124,185,2.611389133,1,4,9,1.934843132,1.335177736,1,0.137951025
124,185,3.819565239,2,4,9,1.934843132,1.335177736,1,0.63298658
124,185,0.466820557,3,4,9,1.934843132,1.335177736,0,0.046256203
124,185,1.608129284,4,4,9,1.934843132,1.335177736,0,0.382823657
125,149,2.77832253,0,3,9,0.861454599,1.335177736,1,0.747426626
125,149,3.853776157,1,3,9,0.861454599,1.335177736,0,0.040284967
125,143,3.255009281,2,3,8,0.861454599,0.908457869,1,0.886690568
125,143,-1.242567931,3,3,8,0.861454599,0.908457869,0,0.051012705
125,143,1.630674776,4,3,8,0.861454599,0.908457869,0,0.149545148
126,144,6.527357674,0,4,8,1.934843132,0.908457869,0,0.710160389
126,144,4.469024543,1,4,8,1.934843132,0.908457869,1,0.433538926
126,144,1.035638904,2,4,8,1.934843132,0.908457869,1,0.924626503
126,144,5.482891406,3,4,8,1.934843132,0.908457869,0,0.687706792
126,160,2.454455555,4,4,9,1.934843132,1.335177736,1,0.368591558
127,55,-3.007795058,0,1,1,-0.861454599,-0.908457869,0,0.403826531
127,55,-0.214706921,1,1,1,-0.861454599,-0.908457869,0,0.286535322
127,55,0.560402828,2,1,1,-0.861454599,-0.908457869,1,0.220528855
127,55,-1.506205357,3,1,1,-0.861454599,-0.908457869,1,0.548035451
127,55,-3.429653258,4,1,1,-0.861454599,-0.908457869,0,0.359770294
128,186,3.472100338,0,3,9,0.861454599,1.335177736,0,0.020730572
128,186,-0.397820041,1,3,9,0.861454599,1.335177736,1,0.649651753
128,186,3.954181247,2,3,9,0.861454599,1.335177736,0,0.030634853
128,186,-2.732227166,3,3,9,0.861454599,1.335177736,1,0.454490567
128,186,3.662076173,4,3,9,0.861454599,1.335177736,0,0.533761404
129,196,0.868742595,0,3,9,0.861454599,1.335177736,1,0.894216828
129,196,4.407597813,1,3,9,0.861454599,1.335177736,1,0.571057294
129,196,4.092848182,2,3,9,0.861454599,1.335177736,0,0.981048555
129,196,6.026160954,3,3,9,0.861454599,1.335177736,0,0.937965231
129,196,3.052392253,4,3,9,0.861454599,1.335177736,0,0.099892431
130,161,6.582030398,0,4,9,1.934843132,1.335177736,1,0.97018262
130,161,3.393203897,1,4,9,1.934843132,1.335177736,1,0.382791756
130,171,5.684616839,2,4,9,1.934843132,1.335177736,1,0.099890848
130,171,0.358169624,3,4,9,1.934843132,1.335177736,1,0.662954496
130,171,2.757008704,4,4,9,1.934843132,1.335177736,1,0.656868734
131,134,2.155429059,0,2,8,0,0.908457869,0,0.511354745
131,134,3.017353502,1,2,8,0,0.908457869,1,0.960233762
131,134,1.733503583,2,2,8,0,0.908457869,0,0.093505209
131,88,0.149318473,3,2,3,0,-0.348755696,0,0.858142536
131,88,-1.843250821,4,2,3,0,-0.348755696,0,0.343536897
132,6,-1.367633974,0,0,0,-1.934843132,-1.335177736,0,0.343304544
132,6,-6.035542742,1,0,0,-1.934843132,-1.335177736,1,0.588633443
132,6,-5.605749782,2,0,0,-1.934843132,-1.335177736,0,0.467181721
132,6,0.023775262,3,0,0,-1.934843132,-1.335177736,0,0.849470674
132,6,-3.581239747,4,0,0,-1.934843132,-1.335177736,0,0.337722694
133,101,-0.511701419,0,2,5,0,0.114185294,0,0.150974475
133,75,1.14152166,1,2,2,0,-0.604585347,1,0.185556468
133,75,4.788370185,2,2,2,0,-0.604585347,0,0.205234757
133,75,1.575679396,3,2,2,0,-0.604585347,1,0.056962203
133,75,-0.190223656,4,2,2,0,-0.604585347,1,0.411510733
134,156,0.917326151,0,4,9,1.934843132,1.335177736,1,0.518251659
134,156,1.503967706,1,4,9,1.934843132,1.335177736,1,0.348610557
134,156,4.074015781,2,4,9,1.934843132,1.335177736,0,0.877035611
134,163,0.956270807,3,4,9,1.934843132,1.335177736,0,0.374801665
134,163,-1.856253671,4,4,9,1.934843132,1.335177736,1,0.211251489
135,194,2.136839269,0,4,9,1.934843132,1.335177736,0,0.231635952
135,194,1.688578883,1,4,9,1.934843132,1.335177736,0,0.700395471
135,194,4.693786681,2,4,9,1.934843132,1.335177736,1,0.733602197
135,194,2.133537819,3,4,9,1.934843132,1.335177736,0,0.650650574
135,194,0.791810948,4,4,9,1.934843132,1.335177736,1,0.456823841
136,74,-4.773307272,0,0,2,-1.934843132,-0.604585347,1,0.869914052
136,74,-2.753338276,1,0,2,-1.934843132,-0.604585347,0,0.279316747
136,74,-0.764508287,2,0,2,-1.934843132,-0.604585347,1,0.565738486
136,74,-3.461479579,3,0,2,-1.934843132,-0.604585347,0,0.361647129
136,74,-8.093142841,4,0,2,-1.934843132,-0.604585347,1,0.100407611
137,98,1.311685611,0,2,4,0,-0.114185294,0,0.17008945
137,98,2.451476827,1,2,4,0,-0.114185294,1,0.359936456
137,98,-1.351305364,2,2,4,0,-0.114185294,1,0.14689101
137,98,-0.71012926,3,2,4,0,-0.114185294,1,0.915108294
137,98,-0.909094939,4,2,4,0,-0.114185294,1,0.06374815
138,85,-1.666681308,0,2,3,0,-0.348755696,0,0.169535672
138,85,2.752771368,1,2,3,0,-0.348755696,1,0.39350079
138,85,3.626039665,2,2,3,0,-0.348755696,1,0.829306683
138,85,-0.723136625,3,2,3,0,-0.348755696,0,0.105685218
138,85,-0.190504962,4,2,3,0,-0.348755696,0,0.36307359
139,57,-1.956422367,0,1,1,-0.861454599,-0.908457869,1,0.31751883
139,57,-0.671246551,1,1,1,-0.861454599,-0.908457869,0,0.382783104
139,57,-1.526413385,2,1,1,-0.861454599,-0.908457869,1,0.854769816
139,57,-0.165375092,3,1,1,-0.861454599,-0.908457869,1,0.390238611
139,57,0.744733129,4,1,1,-0.861454599,-0.908457869,1,0.944272342
140,160,4.325975655,0,3,9,0.861454599,1.335177736,1,0.909707157
140,160,1.81416812,1,3,9,0.861454599,1.335177736,1,0.552228109
140,125,6.303992025,2,3,7,0.861454599,0.604585347,1,0.577987653
140,125,-0.203733034,3,3,7,0.861454599,0.604585347,0,0.870174491
140,125,2.261510494,4,3,7,0.861454599,0.604585347,0,0.258902884
141,58,-2.867634399,0,1,1,-0.861454599,-0.908457869,0,0.876317626
141,58,-4.114670006,1,1,1,-0.861454599,-0.908457869,0,0.87337456
141,58,-2.206317288,2,1,1,-0.861454599,-0.908457869,1,0.949620266
141,58,-2.133123678,3,1,1,-0.861454599,-0.908457869,0,0.040828611
141,58,0.092845441,4,1,1,-0.861454599,-0.908457869,1,0.875586661
142,18,-1.280396517,0,0,0,-1.934843132,-1.335177736,0,0.79308921
142,18,-4.206829845,1,0,0,-1.934843132,-1.335177736,0,0.811609352
