,i,j,y,t,l,k,alpha,psi
365,73,107,0.6945566082966732,0,3,6,0.8614545985909149,0.3487556955170447
366,73,107,0.4282047780158792,1,3,6,0.8614545985909149,0.3487556955170447
367,73,107,-0.23817130747127768,2,3,6,0.8614545985909149,0.3487556955170447
368,73,107,1.3027689523030677,3,3,6,0.8614545985909149,0.3487556955170447
369,73,137,1.8406410476198902,4,3,8,0.8614545985909149,0.9084578685373853
370,74,135,5.424802809395604,0,4,8,1.934843132203402,0.9084578685373853
371,74,135,2.5720306526272587,1,4,8,1.934843132203402,0.9084578685373853
372,74,135,4.882618381701615,2,4,8,1.934843132203402,0.9084578685373853
373,74,135,1.1670119026961503,3,4,8,1.934843132203402,0.9084578685373853
374,74,135,3.626455730907746,4,4,8,1.934843132203402,0.9084578685373853
375,75,114,1.6543108925655372,0,2,6,0.0,0.3487556955170447
376,75,114,1.2828698718813332,1,2,6,0.0,0.3487556955170447
377,75,114,0.15220136933405715,2,2,6,0.0,0.3487556955170447
378,75,114,-0.9687162574998107,3,2,6,0.0,0.3487556955170447
379,75,114,-3.0788806121991925,4,2,6,0.0,0.3487556955170447
380,76,184,4.265529519162537,0,4,9,1.934843132203402,1.3351777361189363
381,76,184,3.9436750267985525,1,4,9,1.934843132203402,1.3351777361189363
382,76,184,5.099329844981993,2,4,9,1.934843132203402,1.3351777361189363
383,76,184,2.0158501785366685,3,4,9,1.934843132203402,1.3351777361189363
384,76,184,5.320409045326518,4,4,9,1.934843132203402,1.3351777361189363
385,77,172,3.0199218206192953,0,4,9,1.934843132203402,1.3351777361189363
386,77,172,5.28718855487549,1,4,9,1.934843132203402,1.3351777361189363
387,77,172,0.5136898185570953,2,4,9,1.934843132203402,1.3351777361189363
388,77,172,1.8470368821305887,3,4,9,1.934843132203402,1.3351777361189363
389,77,172,5.346372503415283,4,4,9,1.934843132203402,1.3351777361189363
390,78,104,0.8947034241715923,0,1,5,-0.8614545985909151,0.11418529432142824
391,78,104,-1.3240827499812253,1,1,5,-0.8614545985909151,0.11418529432142824
392,78,104,-2.79101301673864,2,1,5,-0.8614545985909151,0.11418529432142824
393,78,104,0.17443753596935985,3,1,5,-0.8614545985909151,0.11418529432142824
394,78,104,1.8292193735322304,4,1,5,-0.8614545985909151,0.11418529432142824
395,79,143,-0.07738429070753172,0,4,8,1.934843132203402,0.9084578685373853
396,79,143,-2.612370032977111,1,4,8,1.934843132203402,0.9084578685373853
397,79,143,-0.2203320964073039,2,4,8,1.934843132203402,0.9084578685373853
398,79,194,6.711889095940164,3,4,9,1.934843132203402,1.3351777361189363
399,79,180,3.6716721680898177,4,4,9,1.934843132203402,1.3351777361189363
400,80,15,-1.5681800354188318,0,1,0,-0.8614545985909151,-1.335177736118937
401,80,15,-4.205479662889294,1,1,0,-0.8614545985909151,-1.335177736118937
402,80,15,-3.4288381451949643,2,1,0,-0.8614545985909151,-1.335177736118937
403,80,15,-3.3949975631974576,3,1,0,-0.8614545985909151,-1.335177736118937
404,80,15,-3.564102802778624,4,1,0,-0.8614545985909151,-1.335177736118937
405,81,166,1.9490200672137288,0,3,9,0.8614545985909149,1.3351777361189363
406,81,166,2.870234438449617,1,3,9,0.8614545985909149,1.3351777361189363
407,81,166,-0.38329966610494637,2,3,9,0.8614545985909149,1.3351777361189363
408,81,166,-1.2054840078727467,3,3,9,0.8614545985909149,1.3351777361189363
409,81,166,3.3719210602303997,4,3,9,0.8614545985909149,1.3351777361189363
410,82,28,0.4320331304268601,0,0,0,-1.934843132203402,-1.335177736118937
411,82,28,-0.7007877021961435,1,0,0,-1.934843132203402,-1.335177736118937
412,82,28,-1.5101443071920313,2,0,0,-1.934843132203402,-1.335177736118937
413,82,28,-2.850075039506708,3,0,0,-1.934843132203402,-1.335177736118937
414,82,28,-0.03193995177441744,4,0,0,-1.934843132203402,-1.335177736118937
415,83,111,-1.0911333546551192,0,1,6,-0.8614545985909151,0.3487556955170447
416,83,111,-3.059502608358372,1,1,6,-0.8614545985909151,0.3487556955170447
417,83,111,-1.338969548025251,2,1,6,-0.8614545985909151,0.3487556955170447
418,83,111,-0.43885559660583523,3,1,6,-0.8614545985909151,0.3487556955170447
419,83,111,1.8466724246852804,4,1,6,-0.8614545985909151,0.3487556955170447
420,84,11,-6.470071054819201,0,0,0,-1.934843132203402,-1.335177736118937
421,84,11,-4.636182533661231,1,0,0,-1.934843132203402,-1.335177736118937
422,84,11,-4.311039758683937,2,0,0,-1.934843132203402,-1.335177736118937
423,84,11,-0.3843939900685336,3,0,0,-1.934843132203402,-1.335177736118937
424,84,11,-1.9716799846509463,4,0,0,-1.934843132203402,-1.335177736118937
425,85,17,-4.8038430203074265,0,1,0,-0.8614545985909151,-1.335177736118937
426,85,17,-1.7157889796281989,1,1,0,-0.8614545985909151,-1.335177736118937
427,85,17,-1.8972018978588732,2,1,0,-0.8614545985909151,-1.335177736118937
428,85,79,-3.149507267622649,3,1,2,-0.8614545985909151,-0.6045853465832371
429,85,79,-0.15779120384957523,4,1,2,-0.8614545985909151,-0.6045853465832371
430,86,128,3.6656012482866975,0,4,8,1.934843132203402,0.9084578685373853
431,86,128,0.6584570584017859,1,4,8,1.934843132203402,0.9084578685373853
432,86,128,4.696629403244192,2,4,8,1.934843132203402,0.9084578685373853
433,86,128,6.961047046679176,3,4,8,1.934843132203402,0.9084578685373853
434,86,128,0.855487148625188,4,4,8,1.934843132203402,0.9084578685373853
435,87,53,-6.958334198928562,0,0,1,-1.934843132203402,-0.9084578685373851
436,87,53,-3.281113301592503,1,0,1,-1.934843132203402,-0.9084578685373851
437,87,53,-1.9269123778784638,2,0,1,-1.934843132203402,-0.9084578685373851
438,87,53,-3.5114914352975473,3,0,1,-1.934843132203402,-0.9084578685373851
439,87,53,-2.0027967663303397,4,0,1,-1.934843132203402,-0.9084578685373851
440,88,20,-1.6934733485400955,0,1,0,-0.8614545985909151,-1.335177736118937
441,88,20,-1.2438926598581428,1,1,0,-0.8614545985909151,-1.335177736118937
442,88,20,-3.140667206398985,2,1,0,-0.8614545985909151,-1.335177736118937
443,88,20,-0.7405244163330893,3,1,0,-0.8614545985909151,-1.335177736118937
444,88,20,-6.327919130997197,4,1,0,-0.8614545985909151,-1.335177736118937
445,89,25,-2.0719400412192224,0,0,0,-1.934843132203402,-1.335177736118937
446,89,25,-4.8478672713143265,1,0,0,-1.934843132203402,-1.335177736118937
447,89,25,-0.28717051678869154,2,0,0,-1.934843132203402,-1.335177736118937
448,89,25,-1.1464786663071118,3,0,0,-1.934843132203402,-1.335177736118937
449,89,25,-0.8924873037793208,4,0,0,-1.934843132203402,-1.335177736118937
450,90,61,-0.29177622985739404,0,1,1,-0.8614545985909151,-0.9084578685373851
451,90,61,-3.135796002764471,1,1,1,-0.8614545985909151,-0.9084578685373851
452,90,61,-4.597342003377502,2,1,1,-0.8614545985909151,-0.9084578685373851
453,90,61,-0.6805545172127605,3,1,1,-0.8614545985909151,-0.9084578685373851
454,90,61,-2.097539866118528,4,1,1,-0.8614545985909151,-0.9084578685373851
455,91,2,-2.5206504157834493,0,0,0,-1.934843132203402,-1.335177736118937
456,91,1,-4.07742052382337,1,0,0,-1.934843132203402,-1.335177736118937
457,91,1,-0.8318176139114226,2,0,0,-1.934843132203402,-1.335177736118937
458,91,1,-1.9574543251668457,3,0,0,-1.934843132203402,-1.335177736118937
459,91,1,-6.508934760762523,4,0,0,-1.934843132203402,-1.335177736118937
460,92,114,1.9167601980024487,0,2,6,0.0,0.3487556955170447
461,92,114,1.2035565481699129,1,2,6,0.0,0.3487556955170447
462,92,99,2.4331368754911162,2,2,4,0.0,-0.11418529432142838
463,92,99,2.932281743068992,3,2,4,0.0,-0.11418529432142838
464,92,119,3.8074470549968034,4,2,7,0.0,0.6045853465832371
465,93,145,4.329421786283746,0,3,8,0.8614545985909149,0.9084578685373853
466,93,145,0.019246930560807396,1,3,8,0.8614545985909149,0.9084578685373853
467,93,145,-1.2232975958876766,2,3,8,0.8614545985909149,0.9084578685373853
468,93,145,-0.03383278837958903,3,3,8,0.8614545985909149,0.9084578685373853
469,93,145,1.6482130981733278,4,3,8,0.8614545985909149,0.9084578685373853
470,94,43,-1.5039766499361258,0,0,0,-1.934843132203402,-1.335177736118937
471,94,43,-0.50193473550544,1,0,0,-1.934843132203402,-1.335177736118937
472,94,43,-6.321040149703942,2,0,0,-1.934843132203402,-1.335177736118937
473,94,43,-2.0758034222590265,3,0,0,-1.934843132203402,-1.335177736118937
474,94,43,-5.015827268496307,4,0,0,-1.934843132203402,-1.335177736118937
475,95,66,1.3955617613858786,0,0,1,-1.934843132203402,-0.9084578685373851
476,95,66,-2.1326278335694995,1,0,1,-1.934843132203402,-0.9084578685373851
477,95,66,-4.790939398901342,2,0,1,-1.934843132203402,-0.9084578685373851
478,95,66,-2.444913026728681,3,0,1,-1.934843132203402,-0.9084578685373851
479,95,66,-1.4498839484692196,4,0,1,-1.934843132203402,-0.9084578685373851
480,96,126,-3.199275745028793,0,4,7,1.934843132203402,0.6045853465832371
481,96,126,2.3330056056720063,1,4,7,1.934843132203402,0.6045853465832371
482,96,126,0.8722966531276479,2,4,7,1.934843132203402,0.6045853465832371
483,96,126,2.2939172829586703,3,4,7,1.934843132203402,0.6045853465832371
484,96,126,3.504669569836271,4,4,7,1.934843132203402,0.6045853465832371
485,97,70,1.7582582539964418,0,2,1,0.0,-0.9084578685373851
486,97,70,-0.09329775998791423,1,2,1,0.0,-0.9084578685373851
487,97,70,-0.0021985197933624967,2,2,1,0.0,-0.9084578685373851
488,97,70,-1.7784439821076368,3,2,1,0.0,-0.9084578685373851
489,97,70,-1.3482358584574612,4,2,1,0.0,-0.9084578685373851
490,98,59,-2.141497965130295,0,2,1,0.0,-0.9084578685373851
491,98,116,1.5859644014437722,1,2,6,0.0,0.3487556955170447
492,98,116,-3.1767811860768718,2,2,6,0.0,0.3487556955170447
493,98,116,-3.276256322448826,3,2,6,0.0,0.3487556955170447
494,98,116,0.7555085639459218,4,2,6,0.0,0.3487556955170447
495,99,12,-5.677347822217883,0,1,0,-0.8614545985909151,-1.335177736118937
496,99,12,-3.5742795103457694,1,1,0,-0.8614545985909151,-1.335177736118937
497,99,12,-2.205732678769242,2,1,0,-0.8614545985909151,-1.335177736118937
498,99,12,-2.2432672551534467,3,1,0,-0.8614545985909151,-1.335177736118937
499,99,12,-4.140754148452523,4,1,0,-0.8614545985909151,-1.335177736118937
500,100,29,-3.6477781661803763,0,0,0,-1.934843132203402,-1.335177736118937
501,100,29,-2.3202946231704344,1,0,0,-1.934843132203402,-1.335177736118937
502,100,29,-3.979458525103101,2,0,0,-1.934843132203402,-1.335177736118937
503,100,29,-3.8062165378330732,3,0,0,-1.934843132203402,-1.335177736118937
504,100,29,-3.560315225432053,4,0,0,-1.934843132203402,-1.335177736118937
505,101,127,0.4543744862073278,0,4,7,1.934843132203402,0.6045853465832371
506,101,127,5.217591292468045,1,4,7,1.934843132203402,0.6045853465832371
507,101,127,-0.008051043639650146,2,4,7,1.934843132203402,0.6045853465832371
508,101,127,4.076975140584714,3,4,7,1.934843132203402,0.6045853465832371
509,101,127,-0.9289287284738097,4,4,7,1.934843132203402,0.6045853465832371
510,102,169,0.6474428839606172,0,3,9,0.8614545985909149,1.3351777361189363
511,102,169,4.8567387438065035,1,3,9,0.8614545985909149,1.3351777361189363
512,102,169,0.7597759280509633,2,3,9,0.8614545985909149,1.3351777361189363
513,102,169,2.590897482698014,3,3,9,0.8614545985909149,1.3351777361189363
514,102,169,4.656312555878589,4,3,9,0.8614545985909149,1.3351777361189363
515,103,22,-1.7068586738283247,0,1,0,-0.8614545985909151,-1.335177736118937
516,103,22,-3.1490353479085442,1,1,0,-0.8614545985909151,-1.335177736118937
517,103,22,0.37797481847668335,2,1,0,-0.8614545985909151,-1.335177736118937
518,103,22,-0.158557295083265,3,1,0,-0.8614545985909151,-1.335177736118937
519,103,22,0.3224334699508127,4,1,0,-0.8614545985909151,-1.335177736118937
520,104,104,-0.111293537159565,0,2,5,0.0,0.11418529432142824
521,104,104,-0.8554226760074254,1,2,5,0.0,0.11418529432142824
522,104,104,0.09891674466797062,2,2,5,0.0,0.11418529432142824
523,104,104,-0.2651805837695844,3,2,5,0.0,0.11418529432142824
524,104,104,-0.41234283994102916,4,2,5,0.0,0.11418529432142824
525,105,152,3.9313771574146714,0,3,9,0.8614545985909149,1.3351777361189363
526,105,152,2.9550652684406336,1,3,9,0.8614545985909149,1.3351777361189363
527,105,152,4.603840721379411,2,3,9,0.8614545985909149,1.3351777361189363
528,105,152,6.521575461281788,3,3,9,0.8614545985909149,1.3351777361189363
529,105,152,3.2515955642578747,4,3,9,0.8614545985909149,1.3351777361189363
530,106,63,-4.002088391272075,0,1,1,-0.8614545985909151,-0.9084578685373851
531,106,63,-5.55965826398066,1,1,1,-0.8614545985909151,-0.9084578685373851
532,106,63,0.14275507211801441,2,1,1,-0.8614545985909151,-0.9084578685373851
533,106,63,0.7759008884654897,3,1,1,-0.8614545985909151,-0.9084578685373851
534,106,63,0.2570371913845686,4,1,1,-0.8614545985909151,-0.9084578685373851
535,107,14,-2.8997645122342863,0,0,0,-1.934843132203402,-1.335177736118937
536,107,31,-3.5808945198713764,1,0,0,-1.934843132203402,-1.335177736118937
537,107,31,-2.111365735299742,2,0,0,-1.934843132203402,-1.335177736118937
538,107,31,-0.31922128168846076,3,0,0,-1.934843132203402,-1.335177736118937
539,107,31,-2.274211485542162,4,0,0,-1.934843132203402,-1.335177736118937
540,108,34,-0.9550771414644794,0,1,0,-0.8614545985909151,-1.335177736118937
541,108,34,0.9126238146853565,1,1,0,-0.8614545985909151,-1.335177736118937
542,108,34,-4.047369709500704,2,1,0,-0.8614545985909151,-1.335177736118937
543,108,34,-1.776668078808405,3,1,0,-0.8614545985909151,-1.335177736118937
544,108,34,-5.369851499394745,4,1,0,-0.8614545985909151,-1.335177736118937
545,109,8,1.5231026059781678,0,1,0,-0.8614545985909151,-1.335177736118937
546,109,90,-3.1533842133595273,1,1,3,-0.8614545985909151,-0.3487556955170447
547,109,45,-0.8523053522361093,2,1,0,-0.8614545985909151,-1.335177736118937
548,109,45,-0.7684934950912174,3,1,0,-0.8614545985909151,-1.335177736118937
549,109,45,-2.7068538190582445,4,1,0,-0.8614545985909151,-1.335177736118937
550,110,37,1.223957913158733,0,1,0,-0.8614545985909151,-1.335177736118937
551,110,37,-2.5164995218137847,1,1,0,-0.8614545985909151,-1.335177736118937
552,110,37,-3.432496977268764,2,1,0,-0.8614545985909151,-1.335177736118937
553,110,37,-1.5505717362773246,3,1,0,-0.8614545985909151,-1.335177736118937
554,110,37,-0.4326560167178368,4,1,0,-0.8614545985909151,-1.335177736118937
555,111,72,1.9236600481819375,0,3,2,0.8614545985909149,-0.6045853465832371
556,111,72,-2.385885694911008,1,3,2,0.8614545985909149,-0.6045853465832371
557,111,72,1.377937226455876,2,3,2,0.8614545985909149,-0.6045853465832371
558,111,72,0.40110867122753785,3,3,2,0.8614545985909149,-0.6045853465832371
559,111,72,-0.5806764973166132,4,3,2,0.8614545985909149,-0.6045853465832371
560,112,34,-3.501189703734347,0,0,0,-1.934843132203402,-1.335177736118937
561,112,34,-3.3013361199989553,1,0,0,-1.934843132203402,-1.335177736118937
562,112,34,-1.0347011927878573,2,0,0,-1.934843132203402,-1.335177736118937
563,112,34,-5.428724232919697,3,0,0,-1.934843132203402,-1.335177736118937
564,112,3,-0.6752724216392298,4,0,0,-1.934843132203402,-1.335177736118937
565,113,50,1.9850530141688063,0,1,1,-0.8614545985909151,-0.9084578685373851
566,113,50,-0.26628580075715846,1,1,1,-0.8614545985909151,-0.9084578685373851
567,113,50,0.3221240184190233,2,1,1,-0.8614545985909151,-0.9084578685373851
568,113,50,-0.9958794289162927,3,1,1,-0.8614545985909151,-0.9084578685373851
569,113,50,-2.994040803567828,4,1,1,-0.8614545985909151,-0.9084578685373851
570,114,121,-1.1808910261090357,0,3,7,0.8614545985909149,0.6045853465832371
571,114,121,4.620562916533263,1,3,7,0.8614545985909149,0.6045853465832371
572,114,121,0.38396451716503366,2,3,7,0.8614545985909149,0.6045853465832371
573,114,121,3.820028494230098,3,3,7,0.8614545985909149,0.6045853465832371
574,114,121,2.824150516722228,4,3,7,0.8614545985909149,0.6045853465832371
575,115,196,2.492462780132362,0,3,9,0.8614545985909149,1.3351777361189363
576,115,196,4.377259547020852,1,3,9,0.8614545985909149,1.3351777361189363
577,115,196,3.4888884371413624,2,3,9,0.8614545985909149,1.3351777361189363
578,115,196,3.286205432450993,3,3,9,0.8614545985909149,1.3351777361189363
579,115,196,2.4570952475388674,4,3,9,0.8614545985909149,1.3351777361189363
580,116,111,-0.7691293490489843,0,1,6,-0.8614545985909151,0.3487556955170447
581,116,111,-3.1386540273173384,1,1,6,-0.8614545985909151,0.3487556955170447
582,116,111,-0.15564149227792096,2,1,6,-0.8614545985909151,0.3487556955170447
583,116,111,0.16376020275193492,3,1,6,-0.8614545985909151,0.3487556955170447
584,116,111,-1.9258040926959163,4,1,6,-0.8614545985909151,0.3487556955170447
585,117,120,2.9544925152363843,0,4,7,1.934843132203402,0.6045853465832371
586,117,120,1.8310067291547925,1,4,7,1.934843132203402,0.6045853465832371
587,117,120,1.7278294321537566,2,4,7,1.934843132203402,0.6045853465832371
588,117,120,1.2030041384857761,3,4,7,1.934843132203402,0.6045853465832371
589,117,120,-0.019966185658695235,4,4,7,1.934843132203402,0.6045853465832371
590,118,53,-1.7029756473740192,0,0,1,-1.934843132203402,-0.9084578685373851
591,118,53,-1.2722805700952922,1,0,1,-1.934843132203402,-0.9084578685373851
592,118,53,-0.7070414770238496,2,0,1,-1.934843132203402,-0.9084578685373851
593,118,53,-1.9626796784889682,3,0,1,-1.934843132203402,-0.9084578685373851
594,118,53,-4.837242344044506,4,0,1,-1.934843132203402,-0.9084578685373851
595,119,124,2.4571932071872373,0,4,7,1.934843132203402,0.6045853465832371
596,119,129,1.5961450352378705,1,4,8,1.934843132203402,0.9084578685373853
597,119,129,-0.5596529496683496,2,4,8,1.934843132203402,0.9084578685373853
598,119,129,1.4096726678297695,3,4,8,1.934843132203402,0.9084578685373853
599,119,129,2.1125660615875166,4,4,8,1.934843132203402,0.9084578685373853
600,120,157,1.5482409063704174,0,4,9,1.934843132203402,1.3351777361189363
601,120,157,5.442717600680012,1,4,9,1.934843132203402,1.3351777361189363
602,120,157,1.0609593744618935,2,4,9,1.934843132203402,1.3351777361189363
603,120,157,5.1055244814561505,3,4,9,1.934843132203402,1.3351777361189363
604,120,157,6.2180095815701,4,4,9,1.934843132203402,1.3351777361189363
605,121,186,4.961329658355687,0,4,9,1.934843132203402,1.3351777361189363
606,121,186,3.519676101762264,1,4,9,1.934843132203402,1.3351777361189363
607,121,186,5.986372870579364,2,4,9,1.934843132203402,1.3351777361189363
608,121,186,3.224897768566422,3,4,9,1.934843132203402,1.3351777361189363
609,121,186,2.3445334500785453,4,4,9,1.934843132203402,1.3351777361189363
610,122,138,4.665457025068855,0,3,8,0.8614545985909149,0.9084578685373853
611,122,138,1.7443183614733784,1,3,8,0.8614545985909149,0.9084578685373853
612,122,138,4.623687640248666,2,3,8,0.8614545985909149,0.9084578685373853
613,122,138,-0.7481167329056473,3,3,8,0.8614545985909149,0.9084578685373853
614,122,138,3.943413753228916,4,3,8,0.8614545985909149,0.9084578685373853
615,123,106,-1.3251871268736009,0,0,5,-1.934843132203402,0.11418529432142824
616,123,106,1.1116236105881154,1,0,5,-1.934843132203402,0.11418529432142824
617,123,106,-0.12404362499580213,2,0,5,-1.934843132203402,0.11418529432142824
618,123,106,-4.7608845066273435,3,0,5,-1.934843132203402,0.11418529432142824
619,123,106,-3.254509433567823,4,0,5,-1.934843132203402,0.11418529432142824
620,124,185,3.259982598937077,0,4,9,1.934843132203402,1.3351777361189363
621,124,185,2.6113891328783425,1,4,9,1.934843132203402,1.3351777361189363
622,124,185,3.8195652390070025,2,4,9,1.934843132203402,1.3351777361189363
623,124,185,0.4668205569032735,3,4,9,1.934843132203402,1.3351777361189363
624,124,185,1.6081292837930226,4,4,9,1.934843132203402,1.3351777361189363
625,125,149,2.778322529851408,0,3,9,0.8614545985909149,1.3351777361189363
626,125,149,3.853776156822379,1,3,9,0.8614545985909149,1.3351777361189363
627,125,143,3.255009281001964,2,3,8,0.8614545985909149,0.9084578685373853
628,125,143,-1.2425679313711555,3,3,8,0.8614545985909149,0.9084578685373853
629,125,143,1.6306747756674138,4,3,8,0.8614545985909149,0.9084578685373853
